Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
Madonna of the Trail,Madonna of the Trail is a series of 12 identical monuments dedicated to the spirit of pioneer women in the United States. T,Roadside Attraction,"182 E Main St, Springerville, AZ 85938, United States",34.1333295288137,-109.284694603202,N/A,"https://www.google.com/maps/place/Madonna+of+the+Trail/@34.1323305,-109.2884068,1018m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x87261162d2f91699:0xd8eaff8f5ad2af2b!8m2!3d34.1332052!4d-109.2851344!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSARNoaXN0b3JpY2FsX2xhbmRtYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5hYnpaRWVXaG5SUkFC4AEA-gEECAAQJw!16s%2Fg%2F11clshj96c?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.4/5,,Attraction
Apache Death Cave,"In 1878, a group of Apache raiders attacked a Navajo encampment near the Little Colorado river. Almost every Navajo man, woman, and child was killed in the raid.",Roadside Attraction,"2 Guns, Winslow, AZ 86047, United States",35.1153025780578,-111.093565471215,N/A,"https://www.google.com/maps/place/Apache+Death+Cave/@35.1151841,-111.0983398,1006m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872e0a78783659a3:0x7fca39d2d1b936ee!8m2!3d35.1151841!4d-111.0935762!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSARNoaXN0b3JpY2FsX2xhbmRtYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI1ZG5SSWVVSm5FQUXgAQD6AQQILBBH!16s%2Fg%2F11f2g47n6x?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.7/5,,Attraction
"Arizona's 'Casa Grande Space Capsule""",,Roadside Attraction,"505110060, Casa Grande, AZ 85122, United States",32.9153594955763,-111.688177620152,N/A,"https://www.google.com/maps/place/Arizona's+'Casa+Grande+Space+Capsule%22/@32.9171491,-111.6927598,1460m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872a675c146db671:0x34286af115ec9b9c!8m2!3d32.9151371!4d-111.6882231!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSAQlzY3VscHR1cmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUllaMlZUY0dGM0VBReABAPoBBAgAEDg!16s%2Fg%2F11gkbf26cn?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.4/5,,Attraction
Boynton Pass Vortex,"With views of red rock formations, this hiking trail spot is said to possess spiritual energy.",Roadside Attraction,"Sedona, AZ 86336, United States",34.9120160182866,-111.848123832118,N/A,"https://www.google.com/maps/place/Boynton+Pass+Vortex/@34.911649,-111.8528578,1426m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872da00efeb875f5:0x7417425a34ff6266!8m2!3d34.9117907!4d-111.848195!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11ck8f_pwt?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.8/5,,Attraction
Dinos of Holbrook,,Roadside Attraction,"101-153 NW Central Ave, Holbrook, AZ 86025, United States",34.9010374049427,-110.158924943361,N/A,"https://www.google.com/maps/place/Dinos+of+Holbrook/@34.8989079,-110.1619615,1200m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872fa819849bb3b5:0xa516d1cbc6461403!8m2!3d34.9008164!4d-110.1589566!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSAQZtdXNldW3gAQA!16s%2Fg%2F11g7_bp0q0?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.2/5,,Attraction
World’s Smallest Museum,"Nestled in Superior, Arizona, an unassuming tall yellow sign beckons travelers to the Buckboard City Cafe. Little do they know, they are about to encounter a quirky piece of history—the renowned 134-square-foot edifice dubbed the World’s Smallest Museum",Roadside Attraction,"1111 US-60, Superior, AZ 85173, United States",33.2857880803618,-111.114013897093,N/A,"https://www.google.com/maps/place/World%E2%80%99s+Smallest+Museum/@33.2855818,-111.119786,2056m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872a2a1a195f7dc9:0xd8616c0a02f18a9d!8m2!3d33.2855818!4d-111.1141211!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSAQZtdXNldW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTk9iMlJFUm0xQlJSQULgAQD6AQQIIRAf!16s%2Fg%2F11c1_vztb4?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Temporarily closed,,4.3/5,,Attraction
Mystery Castle by Boyce Luther Gulley,"Created by a father for his princess, this unique stone mansion features 18 rooms & 13 fireplaces.",Roadside Attraction,"800 E Mineral Rd, Phoenix, AZ 85042, United States",33.3569124718614,-112.061793481055,N/A,"https://www.google.com/maps/place/Mystery+Castle+by+Boyce+Luther+Gulley/@33.3565809,-112.0715138,2055m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x872b1aa6f50a305b:0xdee6ef98c9f9ca64!8m2!3d33.3565809!4d-112.0619866!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSAQZjYXN0bGXgAQA!16zL20vMDJqX2pz?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Temporarily closed,,4.4/5,,Attraction
Area 66,"Area 66 is a unique property located in Yucca, AZ. It is home to the only geodesic sphere elevated off the ground by a single pole in the world. ",Roadside Attraction,"12716 Alamo Rd, Yucca, AZ 86438, United States",34.8600507320958,-114.145660627087,N/A,"https://www.google.com/maps/place/Area+66/@34.859725,-114.1552522,2019m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arizona!6e1!3m6!1s0x80ce009e71a44cc5:0xb0cd183c15e7957e!8m2!3d34.859725!4d-114.145725!15sCh9yb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcml6b25hWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjVNVmxtUVRSblJSQULgAQD6AQUInAIQQg!16s%2Fg%2F11g6p62w05?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Temporarily closed,,4.4/5,,Attraction
Welcome to Seligman Sign,,welcome signs,"Seligman, AZ 86337, United States",35.4965794358116,-112.503560008618,N/A,"https://www.google.com/maps/place/Welcome+to+Seligman+Sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80cd458c5343080b:0x2a40649588c3b29a!8m2!3d35.3136125!4d-112.8528382!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmFaGiIYd2VsY29tZSBzaWducyBpbiBhcml6b25hkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIxTjJSMlFtdFJSUkFC4AEA-gEECAAQGw!16s%2Fg%2F11f9ymt66q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.6/5,,Attraction
Kingman Welcome Sign,,welcome signs,"315 W Beale St, Kingman, AZ 86401, United States",35.2830792371223,-114.043746492441,N/A,"https://www.google.com/maps/place/Kingman+Welcome+Sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80cddfba99526b6f:0x5b3cbd726f6d9a71!8m2!3d35.1902624!4d-114.0597019!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmFaGiIYd2VsY29tZSBzaWducyBpbiBhcml6b25hkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF0ZVU0eVR5MUJSUkFC4AEA-gEECFoQHQ!16s%2Fg%2F11j1m76rcj?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.0/5,,Attraction
Lake Havasu City Welcome sign,,welcome signs,"AZ-95, Lake Havasu City, AZ 86406, United States",34.5384739522594,-114.004551434142,N/A,"https://www.google.com/maps/place/Lake+Havasu+City+Welcome+sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d1f3772351daef:0x1261cb501499a3c7!8m2!3d34.4502077!4d-114.244686!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmFaGiIYd2VsY29tZSBzaWducyBpbiBhcml6b25hkgETaGlzdG9yaWNhbF9sYW5kbWFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOQ1owcFhOWFZuUlJBQuABAPoBBAh8EEc!16s%2Fg%2F11lt43p3ct?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.4/5,,Attraction
Gila Bend Welcome Sign,,welcome signs,"Gila Bend, AZ 85337, United States",33.056552180828,-112.469411650758,N/A,"https://www.google.com/maps/place/Gila+Bend+Welcome+Sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d52f60c1a7f301:0x2cb7231dc7c89674!8m2!3d32.9439815!4d-112.7308655!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARNoaXN0b3JpY2FsX2xhbmRtYXJr4AEA!16s%2Fg%2F11tfh39p_r?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,5.0/5,,Attraction
Welcome to Wickenburg Sign,,welcome signs,"51449 U.S. Hwy 60 89, Wickenburg, AZ 85390, United States",34.036528335067,-112.377956514727,N/A,"https://www.google.com/maps/place/Welcome+to+Wickenburg+Sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d34d9e6d885383:0xb4f119f159eee445!8m2!3d33.950259!4d-112.7067252!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmFaGiIYd2VsY29tZSBzaWducyBpbiBhcml6b25hkgETaGlzdG9yaWNhbF9sYW5kbWFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSQ01UbFFUMGRSRUFF4AEA-gEECHoQSg!16s%2Fg%2F11k9k4_47w?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.8/5,,Attraction
Welcome to Arizona Sign,,welcome signs,"Arizona 86436, United States",34.8392708936508,-113.945758846693,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@33.9850858,-114.7492575,620976m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d1e1004b1b50ed:0xd5926b19068df038!8m2!3d34.7178447!4d-114.4789545!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11wfw0tjzb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,5.0/5,,Attraction
Welcome to Arizona Sign,,welcome signs,"I-10, San Simon, AZ 85632, United States",32.3584773178312,-108.654425962915,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@33.2834756,-113.5080807,626055m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x86d9b5001f822cd3:0x4b969dc7b347dd0a!8m2!3d32.2278012!4d-109.0485941!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmFaGiIYd2VsY29tZSBzaWducyBpbiBhcml6b25hkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEzTW1WWGVraG5FQUXgAQD6AQQIABAO!16s%2Fg%2F11y5s0wcl1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.0/5,,Attraction
Welcome to Arizona Sign,,welcome signs,"XWPX+VW, Teec Nos Pos, AZ 86514, United States",37.0625056340624,-108.763575349908,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@34.8269663,-113.1605503,731075m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x873a25001f7f6c0d:0x41d3527a1c8df90f!8m2!3d36.9872018!4d-109.0502248!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11lynd7rfy?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,,,Attraction
Welcome to Arizona Sign,,welcome signs,"5CFM+76 Camp park, Bullhead City, AZ 86429, United States",35.373916345059,-114.578167594154,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@35.1721063,-118.0168883,1029544m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80ce4300560b414f:0x72c5d69af771fac1!8m2!3d35.1721063!4d-114.5676711!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11wnqy4kyb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,,,Attraction
Welcome to Arizona Sign,,welcome signs,"JF2J+W2, Ehrenberg, AZ 85334, United States",33.7545839192664,-114.325482050005,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@35.1721063,-118.0168883,1029544m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d147002e2bcf33:0xbce4882905fa960e!8m2!3d33.6023529!4d-114.5199046!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11w257rfnb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,,,Attraction
Welcome to Arizona Sign,,welcome signs,"1 E 8th St, Yuma, AZ 85365, United States",32.9009021642795,-114.984661730394,N/A,"https://www.google.com/maps/place/Welcome+to+Arizona+Sign/@35.1721063,-118.0168883,1029544m/data=!3m1!1e3!4m10!1m2!2m1!1swelcome+signs+in+Arizona!3m6!1s0x80d6f500546bdebb:0x8a81c8cb8c2d0f75!8m2!3d32.7157509!4d-114.6122772!15sChh3ZWxjb21lIHNpZ25zIGluIEFyaXpvbmGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11w1lkfrcg?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,,,Attraction
Tiny Town,Family-run attraction showing a series of handmade miniature villages & interactive model railroad.,Roadside Attraction,"374 Whittington Ave, Hot Springs, AR 71901, United States",34.5198565384311,-93.0547768327529,N/A,"https://www.google.com/maps/place/Tiny+Town/@34.4927491,-93.12615,22938m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87cd2a55d0c7a9dd:0xde5857c59fc20c39!8m2!3d34.5168!4d-93.0624!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F1t_kh1db?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–3 PM,,4.5/5,,Attraction
Hot Springs National Park,Urban park featuring a historic row of early 20th-century bathhouses built atop natural hot springs,Roadside Attraction,"Hot Springs, AR, United States",34.5328297654797,-93.0559739840225,N/A,"https://www.google.com/maps/place/Hot+Springs+National+Park/@34.5010733,-93.154709,27276m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87cd2a4f3e14f595:0x582d6639762948dd!8m2!3d34.5269095!4d-93.0690934!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBDW5hdGlvbmFsX3BhcmvgAQA!16zL20vMDM4d3I3?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",5 AM–10 PM,,4.7/5,,Attraction
Blanchard Springs Caverns,"This celebrated ""living"" cave system has 3 levels of lighted, paved trails & guided tours.",Roadside Attraction,"704 Blanchard Springs Road, Fifty-Six, AR 72533, United States",35.9648542785449,-92.1735565424853,N/A,"https://www.google.com/maps/place/Blanchard+Springs+Caverns/@35.9484375,-92.2223467,13397m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87d1f48c7b793c6b:0xf7e635682166f402!8m2!3d35.9638659!4d-92.1793056!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16zL20vMDF3M3dm?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9:30 AM–6 PM,,4.9/5,,Attraction
Holy Land Tour,"The Holy Land Tour provides visitors of all ages with the unique opportunity to experience the people, culture, and history of the ancient Middle East.  The tour can be taken at your leisure.",Roadside Attraction,"935 Passion Play Rd, Eureka Springs, AR 72632, United States",36.4081143535287,-93.7118362336463,N/A,"https://www.google.com/maps/place/Holy+Land+Tour/@36.4031061,-93.7531208,7920m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87ced2e90b6366eb:0xf424f8b01b3d58f6!8m2!3d36.4063874!4d-93.7196712!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBBm11c2V1beABAA!16s%2Fg%2F11c20ch68q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.6/5,,Attraction
Gangster Museum of America,Museum with guided video tours on relationship between local area & notorious American gangsters.,Roadside Attraction,"510 Central Ave, Hot Springs, AR 71901, United States",34.513611299938,-93.0490809977829,N/A,"https://www.google.com/maps/place/Gangster+Museum+of+America/@34.5123029,-93.0925113,8108m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87cd2b00e366389d:0x946067a3a524ee39!8m2!3d34.5123029!4d-93.0544025!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBBm11c2V1beABAA!16s%2Fg%2F1ts_7412?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–5 PM,,4.3/5,,Attraction
Old Spanish Treasure Cave,"The Old Spanish Treasure Cave is located on Hwy 59 between Sulphur Springs and Gravette, Arkansas in the northwest corner of the state. It has been a popular tourist attraction since at least 1908.",Roadside Attraction,"14290 AR-59, Sulphur Springs, AR 72768, United States",36.4459310960136,-94.4478230162858,N/A,"https://www.google.com/maps/place/Old+Spanish+Treasure+Cave/@36.444999,-94.4864468,7915m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87c9abd9ee2e9c9b:0xbe5b7391205d6bbb!8m2!3d36.444999!4d-94.448338!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fm%2F05p29dd?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4:30 PM,,4.7/5,,Attraction
Cosmic Cavern,Guided walking tours of a cave complex known for stalactite formations & underground waterways.,Roadside Attraction,"6386 AR-21, Berryville, AR 72616, United States",36.4366217022714,-93.4972525004111,N/A,"https://www.google.com/maps/place/Cosmic+Cavern/@36.4358276,-93.5353613,7916m/data=!3m1!1e3!4m11!1m3!2m2!1sroadside+attractions+in+Arkansas!6e1!3m6!1s0x87cedb9cfb14c65d:0xa5c925c1ddde1601!8m2!3d36.4358276!4d-93.4972525!15sCiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBBcmthbnNhc1oiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBhcmthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16zL20vMDVzcGww?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.8/5,,Attraction
